Date,0001111058033,0001111050649,0001111042139,0004900007940,0001111086992,0004900007934,0004610000122,0001376402705,0001111009773,0001111058739,0000000004023,0001111080804,0001111083763,0002100061223,0000000004080,0007218063429,0001111086982,0002410078895,0002100065883,0007066201003,0000000004075,0001600026316,0004470003053,0001111058718,0000000004132,0001111061376,0001111058913,0001111071786,0004470003050,0001111001446,0003338320038,0004411540304,0000000004134,0001111050219,0001111087397,0003890000143,0000000004093,0007585601113,0000000004087,0002840051685,0001111082202,0001600043101,0007218063983,0001111083141,0001111087587,0004400006925,0004900007932,0003500051406,0001111002283,0003500047013,0004460000888,0081655901302,0072225266004,0001111001648,0002220094020,0000000004062,0001111001821,0001111072567,0002898910102,0001070008813,0000000004011,0000000004065,0001111089870,0003400011470,0000000004038,0001111081018,0003800019973,0004610000113,0000000004640,0007794800907,0001111050176,0001111071791,0001111087375,0001111080803,0001111071789,0001111004409,0007794800903,0001111008418,0004157359131,0002100004583,0001111009528,0001111090329,0001111008419,0001111050643,0001111050638,0001111089741,0003338320030,0001111087583,0004610000268,0001111050659,0001111083733,0004157322510,0007432373660,0001111090331,0000000004401,0001111010765,0001111082646,0001111010003,0001111041375
2022-09-28,3.79,0.6,1.29,1.0,3.49,1.0,3.99,5.99,1.49,4.79,1.99,0.89,1.69,4.29,1.99,4.99,1.99,3.99,1.25,0.5,1.99,2.89,5.79,3.5,1.69,6.99,7.99,0.99,5.79,1.99,4.99,3.49,1.99,0.6,4.99,2.89,1.49,5.29,0.99,3.99,1.99,7.49,6.49,1.59,3.19,3.5,1.0,1.49,1.99,2.49,3.99,1.19,6.99,2.49,1.5,1.19,2.19,0.89,4.67,1.25,0.65,0.99,3.29,1.25,1.99,1.0,5.99,3.99,2.49,1.99,3.5,0.99,0.89,0.89,0.89,1.69,1.99,1.99,4.99,4.69,2.79,2.29,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.0,,2.29,2.49,2.99,1.67,2.79,2.69
2022-10-05,3.79,0.6,1.29,1.0,3.49,1.0,3.99,5.99,1.49,4.79,2.99,0.89,1.69,4.29,2.99,4.99,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,3.49,1.99,0.6,4.99,2.89,1.49,4.0,0.99,5.59,1.99,6.99,6.79,1.59,3.19,3.5,1.0,1.49,1.99,0.99,3.99,1.19,6.99,2.49,1.5,1.19,2.19,0.89,5.49,1.25,0.69,0.99,3.29,1.25,1.99,1.0,5.99,3.99,2.49,1.88,3.69,0.99,0.89,0.89,0.89,1.69,1.88,1.99,3.5,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.0,3.29,2.39,2.49,2.99,1.67,2.79,2.69
2022-10-12,3.79,0.6,1.19,1.5,3.49,1.5,3.0,5.99,1.49,4.79,2.99,0.89,1.69,4.29,2.99,5.49,1.99,4.29,1.25,0.5,1.99,2.49,5.49,3.99,1.69,6.99,7.99,0.99,5.49,1.99,4.99,3.49,1.99,0.6,4.99,2.89,1.29,4.0,0.99,5.59,1.99,6.99,6.79,1.59,3.19,4.29,1.5,1.25,1.99,0.99,3.99,1.19,6.99,2.49,1.5,0.99,2.19,0.89,5.49,1.25,0.69,0.99,3.29,1.25,2.49,1.0,5.99,3.0,1.99,1.88,3.29,0.99,0.89,0.89,0.89,1.69,1.88,1.99,4.99,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.0,0.6,1.69,2.0,3.29,2.39,2.49,2.99,1.67,2.79,2.69
2022-10-19,3.79,0.6,1.19,1.5,3.49,1.5,3.99,5.99,1.49,4.49,2.99,0.89,1.69,4.29,2.99,5.49,1.99,4.29,1.25,0.5,1.99,2.49,5.49,3.99,1.69,6.99,7.99,0.99,5.49,1.99,5.99,3.49,1.99,0.6,4.99,2.89,1.29,5.29,0.99,3.5,1.99,7.49,6.79,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,7.49,2.49,1.5,0.99,2.19,0.99,5.49,1.25,0.69,0.99,3.29,1.25,2.49,1.0,5.99,3.99,1.99,1.99,3.69,0.99,0.99,0.89,0.99,1.69,1.99,1.99,4.99,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.0,3.29,2.39,2.49,2.99,1.67,2.79,2.69
2022-10-26,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,2.99,0.89,1.69,4.29,2.99,4.99,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.49,1.69,6.99,7.99,1.19,5.79,1.99,6.49,4.49,1.99,0.7,4.99,2.89,1.29,5.29,0.99,5.59,1.99,7.49,6.79,1.59,3.19,4.29,1.5,1.25,1.99,1.25,3.99,1.0,7.49,2.49,1.5,0.99,2.19,0.99,5.79,1.25,0.69,0.99,3.29,1.25,2.49,1.0,5.99,3.99,1.99,1.99,3.49,1.19,0.99,0.89,0.99,1.69,1.99,1.99,4.99,4.69,2.79,2.39,1.99,0.7,0.7,1.25,7.49,2.49,3.99,0.7,1.69,2.0,3.29,2.39,2.49,2.99,1.79,2.79,2.69
2022-11-02,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,1.99,0.89,1.79,4.29,2.99,5.69,1.99,2.99,1.25,0.5,2.49,1.99,5.79,3.49,1.69,6.99,7.99,1.19,5.79,1.99,6.99,4.49,1.99,0.7,4.99,2.89,1.29,5.29,0.99,4.49,1.99,7.49,5.99,1.59,2.5,3.49,1.5,1.25,1.99,1.25,3.99,1.0,7.49,2.49,1.5,0.99,2.19,0.99,4.99,1.25,0.69,0.99,3.29,1.25,2.49,1.0,5.99,3.99,2.49,1.99,3.49,1.19,0.99,0.89,0.99,1.79,1.99,1.99,4.99,4.69,2.79,2.39,1.99,0.7,0.7,1.25,7.99,2.49,3.99,0.7,1.79,2.0,3.29,2.39,2.49,2.99,1.79,2.79,2.69
2022-11-09,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,2.99,0.89,1.79,3.99,3.99,5.69,1.99,3.99,1.25,0.5,2.49,2.19,5.79,3.99,1.69,6.99,7.99,1.19,5.79,1.79,6.99,4.49,0.99,0.7,4.99,2.49,1.29,5.29,1.19,4.49,1.99,7.49,6.79,1.59,3.19,2.99,1.5,1.29,1.99,0.99,3.99,1.0,7.49,2.49,1.5,0.99,2.19,0.99,4.99,1.25,0.69,0.99,3.29,1.25,2.49,1.0,5.99,3.99,2.49,1.99,3.69,1.19,0.99,0.89,0.99,1.79,1.99,1.99,4.99,4.69,2.79,2.39,1.99,0.7,0.7,1.25,7.99,2.49,3.99,0.7,1.79,2.0,3.29,2.39,2.49,2.99,1.79,2.79,2.69
2022-11-16,3.79,0.7,1.19,1.25,3.49,1.25,3.99,6.49,1.49,4.99,2.99,0.89,1.79,3.5,3.99,5.69,1.99,4.29,1.25,0.5,2.49,2.49,5.99,3.49,1.69,6.99,7.99,1.19,5.99,1.79,6.99,4.49,1.99,0.7,4.99,2.0,1.29,5.29,1.29,5.59,1.99,7.49,6.79,1.59,2.99,3.49,1.25,1.29,1.99,0.99,4.29,1.0,7.49,2.49,1.5,0.99,2.19,0.99,5.79,1.25,0.69,0.99,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.99,3.49,1.19,0.99,0.89,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.39,1.99,0.7,0.7,1.25,7.99,2.49,3.99,0.7,1.79,2.0,3.29,2.39,2.49,2.99,1.79,2.79,2.69
2022-11-23,3.79,0.7,1.19,1.25,3.49,1.25,3.99,6.49,1.49,4.99,2.99,0.89,1.79,3.5,3.99,5.69,1.99,4.29,1.25,0.5,2.49,2.49,5.99,3.49,1.69,6.99,7.99,1.19,5.99,1.79,6.99,4.49,1.99,0.7,4.99,2.0,1.29,5.29,1.29,5.59,1.99,7.49,6.79,1.59,2.99,3.49,1.25,1.29,1.99,0.99,4.29,1.0,7.49,2.49,1.5,0.99,2.19,0.99,5.79,1.25,0.69,0.99,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.99,3.49,1.19,0.99,0.89,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.39,1.99,0.7,0.7,1.25,7.99,2.49,3.99,0.7,1.79,2.0,3.29,2.39,2.49,2.99,1.79,2.79,2.69
2022-11-30,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,2.99,0.99,1.79,4.29,3.99,4.99,1.99,4.29,1.5,0.5,2.49,2.49,5.99,3.99,1.69,6.99,7.99,1.29,5.99,1.79,6.99,4.49,1.99,0.7,4.99,2.5,1.29,5.29,1.29,4.69,1.99,6.99,6.79,1.59,2.99,4.99,1.5,1.29,1.99,0.99,4.29,1.0,7.49,2.49,1.5,0.79,2.19,0.99,4.99,1.25,0.69,0.99,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.99,3.69,1.29,0.99,0.99,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.49,1.99,0.7,0.7,1.25,7.99,2.49,3.99,0.7,1.79,2.0,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2022-12-07,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,1.99,0.99,1.79,4.29,3.99,5.69,1.99,4.29,1.5,0.5,2.49,2.49,5.49,3.99,1.69,6.99,7.99,1.29,5.49,1.79,6.99,4.49,0.99,0.7,4.99,2.5,1.29,5.29,1.29,4.69,1.99,6.99,6.79,1.59,2.99,3.49,1.5,1.49,1.99,1.49,4.29,1.0,7.99,2.49,1.5,0.79,2.19,0.99,4.99,1.25,0.69,0.99,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.79,3.79,1.29,0.99,0.99,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.37,1.99,0.7,0.7,1.25,8.99,2.99,3.99,0.7,1.79,1.99,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2022-12-14,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,2.99,0.99,1.79,3.79,3.99,5.69,2.19,3.99,1.25,0.5,2.99,2.49,5.49,3.49,1.69,6.99,7.99,1.29,5.49,1.79,6.99,3.49,1.99,0.7,4.99,2.5,1.29,5.29,1.29,4.99,1.99,7.49,6.79,1.59,2.99,3.49,1.5,2.49,1.99,2.79,4.29,1.0,8.49,2.49,1.5,0.79,2.19,0.99,5.29,1.25,0.69,0.99,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.79,3.49,1.29,0.99,0.99,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.37,1.99,0.7,0.7,1.25,8.99,2.99,3.99,0.7,1.79,1.99,3.29,2.49,2.49,2.99,1.5,2.99,2.69
2022-12-21,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,2.99,0.99,1.79,3.79,3.99,5.69,2.19,3.99,1.25,0.5,2.99,2.49,5.49,3.49,1.69,6.99,7.99,1.29,5.49,1.79,6.99,3.49,1.99,0.7,4.99,2.5,1.29,5.29,1.29,4.99,1.99,7.49,6.79,1.59,3.49,3.69,1.5,2.49,1.99,2.79,4.29,1.39,8.49,2.49,1.5,0.79,2.19,0.99,5.29,1.25,0.69,0.69,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.79,3.49,1.29,0.99,0.99,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.37,1.99,0.7,0.7,1.25,8.99,3.49,3.99,0.7,1.79,2.0,3.29,2.49,2.49,2.99,1.25,2.99,2.69
2022-12-28,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,3.49,0.99,1.79,3.29,3.99,5.49,2.19,4.29,1.5,0.5,2.99,2.49,5.49,3.99,1.69,6.99,7.99,1.29,5.49,1.79,6.99,3.49,1.99,0.7,4.99,2.5,1.29,5.29,1.29,5.59,1.99,7.49,6.79,1.59,3.49,3.99,1.5,2.49,1.99,2.79,4.29,1.0,8.49,2.49,1.5,0.99,2.19,0.99,5.79,1.25,0.69,0.99,3.99,1.25,2.49,1.0,5.99,3.99,2.99,1.99,3.79,1.29,0.99,0.99,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.37,1.99,0.7,0.7,1.25,8.99,3.49,3.99,0.7,1.79,2.0,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2023-01-04,3.79,0.7,1.19,1.5,3.49,1.5,3.99,6.49,1.49,4.99,3.49,0.99,1.79,3.29,3.99,5.99,2.19,4.29,1.5,0.5,2.99,2.49,5.99,3.99,1.69,6.99,7.99,1.29,5.99,1.79,6.99,3.49,1.99,0.7,4.99,2.89,1.29,5.29,1.29,5.59,1.99,7.49,6.79,1.59,3.49,4.99,1.5,2.49,1.99,2.79,4.29,1.39,8.49,2.49,1.5,0.99,2.19,0.99,5.79,1.5,0.69,0.99,3.99,1.5,2.49,1.09,5.99,3.99,2.99,1.99,3.79,1.29,0.99,0.99,0.99,1.79,1.99,1.99,4.99,4.69,3.49,2.37,1.99,0.7,0.7,1.25,8.99,3.49,3.99,0.7,1.79,2.49,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2023-01-11,3.79,0.7,1.19,1.5,3.99,1.5,3.99,6.49,1.49,4.99,3.49,0.99,1.69,4.29,3.99,5.49,2.29,3.49,1.5,0.5,2.99,1.99,5.49,3.99,1.69,7.99,7.99,1.29,5.49,1.79,6.99,3.99,1.99,0.7,4.99,2.89,1.29,5.29,1.29,4.99,2.19,6.99,5.99,1.59,3.49,3.69,1.5,1.25,2.29,1.25,4.29,1.39,6.49,2.49,1.5,0.99,2.19,0.99,5.79,1.79,0.69,0.99,3.99,1.79,2.49,1.09,5.99,3.99,2.99,1.99,3.49,1.29,0.99,0.99,0.99,1.69,1.99,1.99,4.99,4.69,3.49,2.37,1.99,0.7,0.7,1.25,8.99,3.49,3.99,0.7,1.69,1.99,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2023-01-18,3.79,0.6,1.19,1.59,3.99,1.59,3.99,6.49,1.49,4.99,3.49,0.99,1.69,4.49,3.99,4.99,2.29,3.99,1.5,0.5,2.99,1.99,5.49,3.49,1.69,7.99,7.99,1.29,5.49,1.79,7.99,4.49,1.99,0.6,4.99,2.89,1.29,5.29,1.29,4.99,2.19,6.99,6.99,1.59,3.49,3.69,1.59,1.25,2.29,1.25,4.29,1.49,6.49,2.49,1.5,0.99,2.19,0.99,5.79,1.79,0.69,0.99,3.99,1.79,2.49,1.09,5.99,3.99,2.99,1.99,3.49,1.29,0.99,0.99,0.99,1.69,1.99,1.99,4.99,4.99,3.49,2.37,1.99,0.6,0.6,1.25,8.99,3.49,3.99,0.6,1.69,1.99,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2023-01-25,3.79,0.6,1.19,1.59,3.99,1.59,3.79,6.49,1.49,4.99,3.49,0.99,1.69,4.49,3.99,4.99,2.29,4.79,1.5,0.5,2.99,1.99,5.49,3.99,1.69,7.99,7.99,1.29,5.49,1.79,7.99,4.49,1.99,0.6,4.99,2.89,1.29,5.29,1.29,3.5,2.19,6.99,7.29,1.59,3.49,3.99,1.59,1.25,2.29,1.25,4.29,1.49,6.49,2.49,1.5,0.99,2.19,0.99,5.79,1.79,0.69,0.99,3.99,1.79,2.49,1.09,5.99,3.79,2.99,1.99,3.99,1.29,0.99,0.99,0.99,1.69,1.99,1.99,4.99,4.99,3.49,2.37,1.99,0.6,0.6,1.25,8.99,3.49,3.79,0.6,1.69,1.99,3.29,2.49,2.49,2.99,1.79,2.99,2.69
2023-02-01,3.79,0.6,1.29,1.59,3.99,1.59,3.79,7.49,1.49,4.99,1.99,0.99,1.69,4.49,3.99,5.99,2.29,4.79,1.5,0.5,2.99,1.99,5.99,3.99,1.69,7.99,7.99,1.29,5.99,1.79,7.99,4.49,1.99,0.6,5.99,2.89,1.29,5.29,1.29,5.59,2.19,6.99,7.29,1.59,3.49,3.99,1.59,2.49,2.29,2.79,4.29,1.49,8.49,2.49,3.79,0.99,2.29,0.99,5.79,1.79,0.75,0.99,3.99,1.79,2.49,1.09,5.99,3.79,2.99,1.99,3.99,1.29,0.99,0.99,0.99,1.69,1.99,1.99,5.49,4.99,3.49,2.37,1.99,0.6,0.6,1.25,8.99,3.49,3.79,0.6,1.69,2.99,3.29,2.49,2.49,2.99,1.79,2.99,2.79
2023-02-08,3.79,0.6,1.29,1.59,3.99,1.59,3.99,7.49,1.49,4.99,3.49,0.99,1.69,3.0,2.99,5.49,2.29,4.79,1.5,0.5,2.99,1.99,4.5,3.49,1.69,7.99,7.99,1.29,4.5,1.89,7.99,2.5,1.99,0.6,4.99,2.89,1.29,5.29,1.29,3.99,2.49,6.99,7.29,1.59,3.79,3.49,1.59,1.25,2.29,1.25,4.29,1.29,8.99,2.49,1.67,0.99,2.29,1.19,5.79,1.79,0.75,0.99,3.99,1.79,2.99,1.09,6.49,3.99,2.99,1.99,3.49,1.29,1.19,0.99,1.19,1.69,1.99,2.99,3.99,4.99,3.49,2.37,2.99,0.6,0.6,1.25,8.99,3.79,3.99,0.6,1.69,1.99,3.29,2.49,2.99,2.99,1.79,2.99,2.39
2023-02-22,3.79,0.7,1.29,1.59,3.99,1.59,3.99,6.49,1.49,4.99,1.99,0.99,1.69,4.49,2.99,5.99,2.29,4.29,1.5,0.5,2.99,1.99,6.49,3.99,1.69,7.99,7.99,1.29,6.49,1.79,7.99,2.5,1.99,0.7,4.99,2.89,1.29,5.49,0.99,4.5,2.49,6.99,7.29,1.79,3.79,4.79,1.59,1.69,2.29,1.69,4.29,1.29,7.49,2.49,1.25,0.79,2.29,1.19,4.99,1.79,0.75,0.99,3.99,1.79,2.99,1.09,6.49,3.99,2.99,1.99,3.79,1.29,1.19,0.99,1.19,1.69,1.99,2.99,4.99,4.99,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.79,3.99,0.7,1.69,1.99,3.29,2.49,2.99,2.99,1.79,2.99,2.39
2023-03-01,3.99,0.7,1.29,1.59,3.99,1.59,3.99,6.49,1.49,4.99,2.99,0.99,1.69,4.49,3.49,4.79,2.29,4.49,1.5,0.5,2.99,1.99,4.49,3.99,1.69,7.99,7.99,1.29,4.49,1.89,7.99,4.49,1.99,0.7,5.99,2.89,1.29,5.49,0.99,5.49,2.49,6.99,7.29,1.79,3.79,4.79,1.59,1.69,2.29,1.69,4.49,1.0,8.99,2.49,1.5,0.79,2.29,1.19,4.99,1.79,0.75,0.99,3.99,1.79,2.99,1.09,6.49,3.99,2.99,2.39,3.99,1.29,1.19,0.99,1.19,1.69,1.99,2.99,4.99,4.79,3.49,2.37,2.99,0.7,0.7,1.25,5.99,3.79,3.99,0.7,1.69,1.99,3.29,2.49,2.99,2.99,1.79,2.99,2.39
2023-03-08,3.99,0.7,1.29,1.59,3.99,1.59,3.5,5.99,1.49,4.99,2.99,0.99,1.79,4.49,2.99,5.49,2.29,4.49,1.5,0.5,2.29,1.99,6.49,2.5,1.69,7.99,7.99,1.29,6.49,1.89,7.99,4.49,1.99,0.7,5.99,2.5,1.29,4.29,0.99,5.59,2.49,7.49,7.29,1.79,3.99,3.29,1.59,1.25,2.29,1.25,4.49,1.0,8.99,2.49,1.5,0.79,1.99,1.19,4.99,1.79,0.75,0.99,3.99,1.79,2.99,1.09,6.49,3.5,2.29,2.29,2.5,1.29,1.19,0.99,1.19,1.79,1.99,2.99,4.99,4.79,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.99,3.5,0.7,1.79,1.99,3.29,2.49,2.99,2.99,1.79,2.99,2.39
2023-03-15,3.99,0.7,1.29,1.59,3.99,1.59,3.5,5.99,1.49,4.99,2.99,0.99,1.79,4.29,2.79,5.99,2.29,4.79,1.25,0.5,2.29,2.49,6.49,3.29,1.69,7.99,7.99,0.99,6.49,1.89,2.99,4.49,1.99,0.7,5.99,2.5,1.29,4.29,0.99,5.59,2.49,7.49,5.49,1.79,3.99,3.79,1.59,1.25,2.29,1.25,4.49,1.0,8.99,2.49,1.5,0.79,1.99,1.19,5.79,1.79,0.75,0.99,3.99,1.79,2.99,1.0,6.49,3.5,2.29,2.29,3.29,0.99,1.19,0.99,1.19,1.79,1.99,2.99,4.49,4.99,3.49,2.37,2.99,0.7,0.7,1.25,6.49,3.99,3.5,0.7,1.79,1.99,3.29,2.49,2.99,2.99,1.79,2.99,2.39
2023-03-22,3.99,0.7,1.29,1.0,3.99,1.0,3.5,5.99,1.49,4.99,1.99,0.99,1.79,4.29,2.99,5.99,2.29,4.79,1.25,0.5,2.29,2.49,6.49,3.99,1.69,7.99,7.99,1.29,6.49,1.89,6.99,4.49,1.99,0.7,5.49,2.5,1.29,4.29,0.99,5.49,2.49,7.99,5.49,1.79,3.99,3.79,1.0,2.49,2.29,2.99,4.49,1.0,8.99,2.49,1.5,0.79,1.99,1.19,5.79,1.79,0.75,0.99,3.99,1.79,2.99,1.0,6.49,3.5,2.29,2.29,3.49,1.29,1.19,0.99,1.19,1.79,1.99,2.99,4.99,4.99,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.99,3.5,0.7,1.79,1.99,3.29,2.49,2.99,2.99,1.79,2.99,2.39
2023-03-29,3.99,0.7,1.29,1.0,3.99,1.0,3.5,6.49,1.49,4.99,2.99,0.99,1.79,3.5,2.99,5.49,2.29,4.29,1.5,0.5,2.29,2.49,4.49,3.49,1.69,7.99,7.99,1.29,4.49,1.89,6.99,4.49,1.99,0.7,5.99,2.5,1.29,4.29,0.99,3.99,2.49,7.49,7.49,1.79,3.29,4.79,1.0,2.49,2.29,2.99,4.49,1.29,8.99,2.49,1.5,0.79,1.99,1.19,5.29,1.79,0.75,0.99,3.99,1.79,2.99,1.09,6.49,3.5,2.29,2.29,3.29,1.29,1.19,0.99,1.19,1.79,1.99,2.99,4.99,4.79,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.29,3.5,0.7,1.79,2.99,2.79,2.49,2.99,2.99,1.79,2.99,2.39
2023-04-05,3.99,0.7,1.29,1.0,3.99,1.0,3.5,6.49,1.49,4.99,2.99,0.99,1.79,3.5,1.99,4.99,2.29,3.79,1.5,0.5,2.29,2.49,5.99,3.29,1.69,8.99,7.99,1.29,5.99,1.89,6.99,4.49,1.99,0.7,5.99,1.99,1.29,4.29,0.99,3.99,2.49,7.49,7.79,1.79,3.29,4.79,1.0,1.25,2.29,1.25,4.49,1.29,8.99,2.49,1.5,0.79,1.99,1.19,5.29,1.25,0.69,0.99,3.99,1.25,2.99,0.99,6.49,3.5,2.29,2.29,3.29,1.29,1.19,0.99,1.19,1.79,1.99,2.99,5.49,4.79,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.29,3.5,0.7,1.79,2.29,2.79,2.49,2.99,2.99,1.79,2.99,2.39
2023-04-12,3.99,0.7,1.29,1.0,3.99,1.0,3.99,5.99,1.49,4.79,2.99,0.99,1.79,3.99,2.99,3.99,2.29,3.99,1.25,0.5,1.99,2.39,4.5,3.99,1.69,8.99,7.99,1.29,4.5,1.67,2.99,3.79,1.99,0.7,4.39,2.5,1.29,4.29,0.99,3.99,2.49,7.99,7.79,1.79,3.29,3.79,1.0,1.25,2.29,1.25,4.49,1.29,7.49,2.49,1.5,0.79,1.99,1.19,5.79,1.25,0.69,0.99,3.99,1.25,2.99,0.89,6.49,3.99,2.29,1.99,3.99,1.29,1.19,0.99,1.19,1.79,1.99,2.99,4.99,4.79,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.29,3.99,0.7,1.79,2.29,2.79,2.49,2.99,2.99,1.79,2.99,2.39
2023-04-19,3.5,0.7,1.29,1.0,3.99,1.0,3.5,5.99,1.49,4.99,1.99,0.99,1.79,4.49,2.99,5.49,2.29,3.99,1.25,0.5,1.99,2.39,5.99,2.29,1.99,8.99,7.99,1.29,5.99,1.67,6.99,3.79,1.99,0.7,3.99,2.5,1.29,4.29,0.99,5.49,2.49,7.99,5.99,1.79,3.29,3.99,1.0,2.49,2.29,2.99,4.49,1.49,7.49,2.49,1.5,0.79,1.99,1.19,5.79,1.25,0.69,0.99,3.99,1.25,2.99,0.89,6.49,3.5,2.29,2.29,2.29,1.29,1.19,0.99,1.19,1.79,1.99,2.99,4.99,4.79,3.49,2.37,2.99,0.7,0.7,1.25,8.99,3.29,3.5,0.7,1.79,2.29,2.79,2.49,2.99,2.99,1.79,2.99,2.39
